id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,mcc_description,errors,is_fraud
9554706,2015-07-01 20:39:00,1754,3292,$785.45,Chip Transaction,59630,New York,GA,28386,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
9236056,2015-04-08 18:50:00,1707,3857,$808.67,Swipe Transaction,67816,Chicago,NC,47723,5719,Miscellaneous Home Furnishing Stores,,0
7791968,2015-08-31 11:29:00,1406,2761,$59.76,Swipe Transaction,62078,San Diego,NC,12056,3075,"Bolt, Nut, Screw, Rivet Manufacturing",,0
9757671,2015-12-05 18:08:00,1020,2044,$282.47,Chip Transaction,95061,San Jose,FL,44479,5722,Household Appliance Stores,,0
9571977,2015-02-20 16:01:00,1263,4374,$570.25,Chip Transaction,61325,San Antonio,MI,62202,5094,Precious Stones and Metals,,0
9361660,2016-03-07 08:57:00,1412,2952,$444.71,Swipe Transaction,69742,San Jose,GA,91963,3389,Non-Precious Metal Services,,0
8226904,2015-12-31 02:54:00,1082,3101,$926.87,Swipe Transaction,78368,Dallas,IL,93443,7230,Beauty and Barber Shops,,0
9864747,2015-08-06 14:29:00,1121,4426,$-398.83,Swipe Transaction,98937,New York,NC,66026,4214,Motor Freight Carriers and Trucking,,0
7410455,2016-04-03 18:32:00,395,2441,$83.00,Swipe Transaction,13997,New York,FL,27955,3780,Computer Network Services,,0
7077853,2015-02-27 00:21:00,330,2763,$451.41,Chip Transaction,70898,New York,GA,29636,7995,"Betting (including Lottery Tickets, Casinos)",,0
7298115,2016-01-07 09:33:00,1474,2025,$-333.47,Chip Transaction,76088,Los Angeles,GA,97690,7549,Towing Services,,0
8616623,2015-12-14 22:39:00,1890,3184,$570.52,Swipe Transaction,60477,San Diego,OH,78575,5661,Shoe Stores,,0
8181448,2016-10-11 22:19:00,1694,3113,$214.51,Chip Transaction,15011,San Antonio,MI,94850,3395,Welding Repair,,0
7463679,2016-08-07 10:20:00,1050,3982,$724.28,Swipe Transaction,75367,Houston,CA,26054,3260,Pottery and Ceramics,,0
7667197,2015-12-15 22:03:00,1459,2495,$837.62,Swipe Transaction,17728,San Antonio,FL,89042,5094,Precious Stones and Metals,,0
7270988,2016-09-13 03:36:00,104,2217,$-400.24,Chip Transaction,15693,Philadelphia,PA,63085,3504,Gardening Supplies,,0
7324134,2016-06-07 12:01:00,1788,2698,$-438.76,Swipe Transaction,29324,San Antonio,TX,95044,7549,Towing Services,,0
8562206,2015-07-21 02:48:00,401,1121,$432.37,Swipe Transaction,18682,Phoenix,FL,96875,3775,Railroad Freight,,0
8369365,2015-08-21 02:13:00,1842,3496,$-37.28,Chip Transaction,17739,San Diego,IL,11741,3174,Upholstery and Drapery Stores,,0
7543657,2016-08-09 15:01:00,1786,2331,$594.35,Swipe Transaction,61884,Chicago,GA,38700,7801,"Athletic Fields, Commercial Sports",,0
9747847,2016-01-30 00:44:00,1120,1457,$-112.47,Chip Transaction,11513,Chicago,NC,63288,8049,Podiatrists,,0
9078239,2016-09-27 17:35:00,1823,1540,$-376.13,Swipe Transaction,57734,San Diego,GA,54808,4214,Motor Freight Carriers and Trucking,,0
9724346,2015-06-19 00:36:00,1785,1144,$525.10,Chip Transaction,65474,San Antonio,IL,27683,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
8234572,2016-08-23 00:39:00,295,2357,$809.83,Chip Transaction,74508,Dallas,TX,43546,5814,Fast Food Restaurants,,0
8755578,2015-04-18 00:32:00,381,1391,$-316.33,Chip Transaction,72948,San Antonio,GA,71727,5094,Precious Stones and Metals,,0
8402716,2015-07-25 16:35:00,126,1222,$-374.83,Swipe Transaction,27454,New York,NC,72710,8021,Dentists and Orthodontists,,0
8600431,2016-03-20 09:42:00,377,4005,$-165.32,Chip Transaction,94201,Phoenix,NC,86341,3006,Miscellaneous Fabricated Metal Products,,0
9972085,2016-08-25 05:30:00,1062,4113,$-498.29,Swipe Transaction,80140,Dallas,CA,86001,3395,Welding Repair,,0
8421564,2016-09-08 05:38:00,1727,1652,$249.97,Chip Transaction,79765,Philadelphia,IL,57321,7801,"Athletic Fields, Commercial Sports",,0
9807596,2015-01-27 04:06:00,1112,4717,$-52.22,Swipe Transaction,78980,San Antonio,NY,66729,5310,Discount Stores,,0
9359984,2015-11-10 16:08:00,1064,2235,$-425.28,Chip Transaction,27625,San Antonio,PA,38029,7542,Car Washes,,0
8849394,2016-04-21 04:52:00,1475,3848,$559.84,Swipe Transaction,96932,San Antonio,CA,64399,5813,Drinking Places (Alcoholic Beverages),,0
9852637,2016-07-02 05:14:00,590,3726,$242.30,Swipe Transaction,83887,Houston,FL,95054,4131,Bus Lines,,0
9655623,2016-01-13 02:20:00,1395,4530,$735.45,Swipe Transaction,26506,San Jose,GA,12576,7549,Towing Services,,0
7121450,2016-06-01 13:57:00,817,2269,$847.80,Swipe Transaction,33100,Houston,FL,65377,5912,Drug Stores and Pharmacies,,0
9836524,2015-06-10 08:10:00,833,4196,$473.15,Swipe Transaction,93603,Chicago,TX,70202,7549,Towing Services,,0
7672538,2015-04-20 08:23:00,928,1049,$-191.03,Swipe Transaction,15664,San Antonio,CA,99812,5192,"Books, Periodicals, Newspapers",,0
8276278,2015-05-25 18:48:00,1657,2268,$205.85,Chip Transaction,39990,Dallas,CA,47196,7801,"Athletic Fields, Commercial Sports",,0
8906550,2016-06-06 10:44:00,174,3568,$-267.53,Chip Transaction,91604,San Antonio,GA,60546,3390,Miscellaneous Metalwork,,0
8326652,2016-03-30 20:30:00,172,4928,$505.17,Swipe Transaction,56043,Houston,TX,54106,4214,Motor Freight Carriers and Trucking,,0
9591942,2016-10-28 18:45:00,574,3797,$782.33,Chip Transaction,84763,New York,PA,35921,5942,Book Stores,,0
8850770,2015-01-30 12:47:00,341,4668,$44.02,Swipe Transaction,53758,Chicago,NC,18670,4899,"Cable, Satellite, and Other Pay Television Services",,0
8790356,2016-11-09 19:38:00,1638,4150,$241.74,Swipe Transaction,66308,Chicago,PA,10716,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
8137856,2016-07-08 07:44:00,1751,3983,$839.54,Swipe Transaction,96399,Philadelphia,PA,93726,7210,Laundry Services,,0
8831637,2015-12-01 21:47:00,1329,1781,$-413.46,Swipe Transaction,92036,Phoenix,MI,46889,3359,Non-Ferrous Metal Foundries,,0
7930048,2015-03-13 03:54:00,844,4764,$585.44,Chip Transaction,34261,Phoenix,PA,29526,7832,Motion Picture Theaters,,0
7799942,2016-05-27 17:13:00,1907,3541,$675.49,Chip Transaction,46319,Phoenix,NY,74326,5655,"Sports Apparel, Riding Apparel Stores",,0
8443905,2015-02-08 06:41:00,1740,4984,$225.34,Chip Transaction,31171,New York,MI,76046,4511,Airlines,,0
7198093,2016-10-15 06:45:00,647,2610,$946.75,Swipe Transaction,22234,Dallas,NC,76844,7393,"Detective Agencies, Security Services",,0
9873223,2016-07-18 15:30:00,1559,3604,$-12.67,Swipe Transaction,23175,New York,PA,56532,4111,Local and Suburban Commuter Transportation,,0
7390559,2016-02-05 22:30:00,466,3921,$-467.59,Chip Transaction,10346,San Antonio,IL,38993,7011,"Lodging - Hotels, Motels, Resorts",,0
7450195,2016-08-27 09:03:00,1368,2043,$-492.80,Chip Transaction,95263,Chicago,CA,39737,7802,"Recreational Sports, Clubs",,0
8367126,2016-06-20 13:25:00,907,2946,$386.95,Swipe Transaction,48590,San Antonio,NY,28680,5651,Family Clothing Stores,,0
9893847,2016-11-07 13:52:00,1939,4324,$482.29,Chip Transaction,11847,San Antonio,NC,49848,5310,Discount Stores,,0
8608805,2016-11-06 20:22:00,969,3924,$-311.19,Chip Transaction,43565,Philadelphia,NC,18250,5813,Drinking Places (Alcoholic Beverages),,0
7906730,2015-08-04 11:19:00,1456,2586,$631.05,Swipe Transaction,35109,Chicago,PA,68552,5655,"Sports Apparel, Riding Apparel Stores",,0
8283479,2015-03-07 08:00:00,686,4868,$389.70,Swipe Transaction,73738,Phoenix,NY,42053,5661,Shoe Stores,,0
9470840,2016-09-10 15:17:00,177,2515,$85.72,Swipe Transaction,96244,San Jose,OH,54018,7996,"Amusement Parks, Carnivals, Circuses",,0
9873948,2016-10-08 21:46:00,1446,2197,$819.47,Chip Transaction,40583,Houston,IL,68414,8062,Hospitals,,0
9632857,2015-05-21 04:11:00,557,1343,$-324.96,Swipe Transaction,50729,Dallas,OH,98163,3006,Miscellaneous Fabricated Metal Products,,0
8855964,2016-03-21 16:40:00,1836,2657,$948.52,Swipe Transaction,28629,San Antonio,NC,72223,4900,"Utilities - Electric, Gas, Water, Sanitary",,0
7233277,2015-09-23 14:03:00,1959,1919,$330.85,Chip Transaction,43521,Philadelphia,TX,42900,4111,Local and Suburban Commuter Transportation,,0
8556907,2016-04-06 12:24:00,1534,4571,$668.82,Swipe Transaction,20642,Chicago,IL,58468,9402,Postal Services - Government Only,,0
8203459,2016-04-10 16:51:00,1253,2429,$280.31,Chip Transaction,67267,Philadelphia,OH,41129,7542,Car Washes,,0
8399484,2016-01-03 02:48:00,182,2782,$434.18,Chip Transaction,15777,Phoenix,CA,26214,3058,"Tools, Parts, Supplies Manufacturing",,0
7431679,2016-02-24 11:10:00,847,2503,$997.19,Chip Transaction,42518,Phoenix,NY,75020,7230,Beauty and Barber Shops,,0
7261188,2015-02-21 23:42:00,664,2471,$-203.95,Chip Transaction,23326,San Diego,TX,81533,7349,Cleaning and Maintenance Services,,0
8432819,2016-06-07 01:30:00,213,2014,$617.14,Swipe Transaction,93979,San Antonio,NY,73264,5310,Discount Stores,,0
9854240,2015-11-24 03:05:00,1465,4586,$288.88,Swipe Transaction,61171,Philadelphia,IL,81722,5712,"Furniture, Home Furnishings, and Equipment Stores",,0
9322604,2016-09-29 23:05:00,1498,4748,$981.16,Swipe Transaction,29920,Houston,TX,43458,5094,Precious Stones and Metals,,0
8521648,2015-03-27 08:44:00,599,1169,$556.40,Chip Transaction,90101,Los Angeles,PA,10071,8099,Medical Services,,0
9929336,2016-02-28 16:00:00,369,2287,$796.39,Swipe Transaction,92738,Houston,PA,48787,8011,"Doctors, Physicians",,0
7429078,2016-04-22 14:26:00,834,1399,$-29.99,Swipe Transaction,70209,San Antonio,FL,67037,7531,Automotive Body Repair Shops,,0
7231020,2016-11-14 09:50:00,476,4781,$-454.98,Swipe Transaction,70025,San Antonio,FL,36042,3722,Passenger Railways,,0
9851966,2015-09-23 06:46:00,1879,2621,$962.15,Swipe Transaction,89968,San Antonio,NY,98202,7230,Beauty and Barber Shops,,0
9488130,2016-01-31 06:23:00,755,3055,$364.63,Swipe Transaction,35858,San Jose,MI,65839,3144,Floor Covering Stores,,0
7324839,2016-04-01 14:55:00,606,3288,$-360.97,Chip Transaction,32924,San Antonio,NY,48051,5712,"Furniture, Home Furnishings, and Equipment Stores",,0
9399425,2015-05-30 20:54:00,872,4331,$-341.97,Swipe Transaction,98332,Houston,IL,16492,5541,Service Stations,,0
9175754,2016-08-29 21:11:00,722,3113,$-272.82,Swipe Transaction,18886,San Antonio,NY,98005,5932,Antique Shops,,0
7014277,2015-02-07 21:58:00,1004,4365,$563.78,Swipe Transaction,27977,Houston,FL,29387,5921,"Package Stores, Beer, Wine, Liquor",,0
8357331,2015-07-18 16:59:00,1612,4688,$391.41,Chip Transaction,84816,Dallas,MI,93921,4784,Tolls and Bridge Fees,,0
9935195,2015-01-07 16:15:00,1753,1864,$65.51,Chip Transaction,17241,Los Angeles,TX,91775,5719,Miscellaneous Home Furnishing Stores,,0
7317331,2016-03-04 16:32:00,880,2663,$695.41,Chip Transaction,90483,Philadelphia,TX,80602,5211,Lumber and Building Materials,,0
8327273,2016-01-30 02:39:00,671,1903,$-72.12,Chip Transaction,27655,San Antonio,NY,49507,3775,Railroad Freight,,0
9249760,2015-08-12 15:15:00,713,3920,$780.09,Swipe Transaction,74319,Phoenix,FL,92908,3144,Floor Covering Stores,,0
8317069,2015-09-08 17:57:00,825,2941,$585.59,Chip Transaction,80164,Chicago,FL,85219,8041,Chiropractors,,0
7952335,2015-08-14 00:54:00,590,2181,$359.03,Chip Transaction,93538,Los Angeles,OH,79674,8931,"Accounting, Auditing, and Bookkeeping Services",,0
9337829,2015-08-11 20:58:00,1943,1485,$298.06,Chip Transaction,23072,New York,TX,50386,7995,"Betting (including Lottery Tickets, Casinos)",,0
9976076,2016-09-27 05:32:00,871,1898,$-12.34,Chip Transaction,87195,San Antonio,TX,42650,3640,"Lighting, Fixtures, Electrical Supplies",,0
9108369,2016-01-03 17:10:00,1303,2374,$155.93,Swipe Transaction,51870,New York,OH,35826,7995,"Betting (including Lottery Tickets, Casinos)",,0
9659111,2015-08-01 01:28:00,1226,1031,$690.97,Chip Transaction,10122,Houston,IL,29514,8049,Podiatrists,,0
9931611,2016-09-06 20:56:00,162,4180,$721.08,Swipe Transaction,52243,Dallas,PA,39223,3075,"Bolt, Nut, Screw, Rivet Manufacturing",,0
7884420,2015-01-07 02:43:00,697,3117,$-87.39,Chip Transaction,87564,Philadelphia,PA,78326,5211,Lumber and Building Materials,,0
7879441,2016-04-30 10:38:00,1040,3328,$36.85,Chip Transaction,14315,San Antonio,GA,64784,3005,Miscellaneous Metal Fabrication,,0
7016728,2015-07-05 14:18:00,1895,2049,$163.63,Chip Transaction,64326,San Diego,GA,51340,6300,"Insurance Sales, Underwriting",,0
8646349,2016-03-13 05:49:00,535,4035,$355.51,Swipe Transaction,77806,Phoenix,GA,44811,4112,Passenger Railways,,0
9466907,2015-03-29 19:31:00,660,2774,$121.23,Swipe Transaction,75533,Los Angeles,NY,64433,3005,Miscellaneous Metal Fabrication,,0
8956482,2016-05-15 03:02:00,1037,2007,$392.89,Chip Transaction,55085,Chicago,OH,83989,4411,Cruise Lines,,0
8313487,2016-06-04 10:27:00,1898,2139,$-17.78,Swipe Transaction,44863,San Diego,TX,84946,3684,Semiconductors and Related Devices,,0
9834414,2015-10-10 02:39:00,1184,2363,$513.44,Chip Transaction,58464,San Antonio,CA,26006,4900,"Utilities - Electric, Gas, Water, Sanitary",,0
8246127,2015-02-14 14:00:00,1052,3530,$985.22,Chip Transaction,55708,San Jose,FL,32741,8021,Dentists and Orthodontists,,0
9466309,2015-07-06 09:36:00,969,3621,$877.51,Chip Transaction,56133,New York,IL,47235,5499,Miscellaneous Food Stores,,0
7854837,2015-04-29 11:15:00,584,4100,$-10.40,Chip Transaction,76278,New York,FL,85670,5921,"Package Stores, Beer, Wine, Liquor",,0
7173353,2016-06-06 16:59:00,1744,3039,$47.94,Swipe Transaction,37935,San Jose,TX,91167,6300,"Insurance Sales, Underwriting",,0
7430711,2015-09-05 18:42:00,1135,4634,$131.82,Swipe Transaction,72428,Dallas,FL,63005,7801,"Athletic Fields, Commercial Sports",,0
9945915,2016-07-24 13:42:00,1338,4311,$889.26,Chip Transaction,36905,San Diego,CA,78978,5947,"Gift, Card, Novelty Stores",,0
9356199,2016-01-15 07:14:00,1246,4080,$604.52,Chip Transaction,36310,New York,CA,50064,3684,Semiconductors and Related Devices,,0
7711518,2016-01-21 15:01:00,1086,2853,$-491.21,Swipe Transaction,97270,Philadelphia,CA,42099,5813,Drinking Places (Alcoholic Beverages),,0
7437504,2016-08-14 09:39:00,1384,2973,$820.91,Swipe Transaction,65918,San Jose,PA,94682,8062,Hospitals,,0
9696231,2015-10-21 13:47:00,1968,1681,$578.60,Chip Transaction,97078,Philadelphia,FL,85855,7349,Cleaning and Maintenance Services,,0
9797019,2015-09-29 10:20:00,314,4735,$621.12,Swipe Transaction,12835,San Antonio,NC,10495,4722,Travel Agencies,,0
8226673,2016-01-23 17:51:00,1011,4326,$-252.95,Chip Transaction,63715,Philadelphia,OH,15966,4112,Passenger Railways,,0
9999371,2015-11-04 16:37:00,395,2661,$342.74,Chip Transaction,81750,San Jose,FL,81733,5621,Women's Ready-To-Wear Stores,,0
8672059,2015-08-26 02:46:00,247,3526,$952.04,Swipe Transaction,18022,San Diego,NC,25201,4411,Cruise Lines,,0
9942988,2016-11-07 08:03:00,852,1263,$515.20,Chip Transaction,47003,Los Angeles,IL,19749,7801,"Athletic Fields, Commercial Sports",,0
7081850,2015-03-21 01:23:00,294,1356,$-342.31,Chip Transaction,77289,Los Angeles,FL,44486,5192,"Books, Periodicals, Newspapers",,0
7731433,2016-08-02 23:47:00,1209,1062,$-57.45,Chip Transaction,54807,Dallas,NC,69888,5921,"Package Stores, Beer, Wine, Liquor",,0
7634771,2015-01-11 11:54:00,498,3262,$185.89,Swipe Transaction,71055,Los Angeles,MI,57901,8099,Medical Services,,0
9447195,2015-01-15 11:44:00,1505,2894,$666.73,Chip Transaction,65588,Houston,TX,63612,5300,Wholesale Clubs,,0
9075391,2016-11-12 12:24:00,764,1617,$830.52,Chip Transaction,37378,Phoenix,NC,73471,8099,Medical Services,,0
9280740,2016-08-27 03:29:00,1348,4042,$196.20,Chip Transaction,73906,Philadelphia,CA,16997,3359,Non-Ferrous Metal Foundries,,0
8721897,2015-01-03 23:19:00,403,1807,$-279.31,Swipe Transaction,34825,Chicago,NY,97907,7832,Motion Picture Theaters,,0
8949367,2015-05-07 05:07:00,455,4585,$-362.75,Chip Transaction,49253,San Diego,PA,60072,3075,"Bolt, Nut, Screw, Rivet Manufacturing",,0
8249214,2016-03-10 18:15:00,1780,1750,$482.97,Chip Transaction,88583,New York,NC,11650,3405,Ironwork,,0
8240322,2016-11-17 09:39:00,178,1784,$608.37,Chip Transaction,79161,San Antonio,MI,71091,3393,Heat Treating Metal Services,,0
8373765,2016-10-14 15:16:00,1100,2497,$793.92,Swipe Transaction,74895,Philadelphia,OH,75524,5533,Automotive Parts and Accessories Stores,,0
7304027,2015-11-03 02:55:00,1004,2540,$157.77,Swipe Transaction,34078,Dallas,PA,53603,7832,Motion Picture Theaters,,0
9460134,2015-02-13 11:29:00,975,3466,$-207.41,Swipe Transaction,58774,Dallas,GA,50477,3722,Passenger Railways,,0
8498750,2015-12-01 03:10:00,809,2588,$890.94,Chip Transaction,87745,San Diego,NY,93885,4111,Local and Suburban Commuter Transportation,,0
8772273,2016-05-04 08:34:00,741,4606,$-185.98,Swipe Transaction,16457,Chicago,TX,42338,5722,Household Appliance Stores,,0
7882108,2015-06-29 04:09:00,1375,1896,$153.31,Chip Transaction,67302,Dallas,GA,44044,3389,Non-Precious Metal Services,,0
7898467,2015-03-13 18:32:00,732,2823,$234.13,Swipe Transaction,23145,San Diego,NY,11605,7011,"Lodging - Hotels, Motels, Resorts",,0
8854264,2016-09-27 04:23:00,635,4110,$66.94,Swipe Transaction,68983,Houston,IL,13704,5813,Drinking Places (Alcoholic Beverages),,0
7799026,2015-04-01 14:02:00,1685,3682,$-332.63,Chip Transaction,47675,New York,PA,14447,7542,Car Washes,,0
8497333,2016-06-04 13:42:00,198,2314,$243.16,Swipe Transaction,79827,Philadelphia,GA,47263,7549,Towing Services,,0
9945629,2016-05-28 17:41:00,373,3112,$259.37,Swipe Transaction,28813,Dallas,GA,49975,5411,"Grocery Stores, Supermarkets",,0
7798245,2015-01-18 09:38:00,902,4351,$260.30,Swipe Transaction,31319,Los Angeles,NC,65851,5661,Shoe Stores,,0
7589266,2016-09-19 05:28:00,1007,4117,$911.78,Chip Transaction,32206,Houston,NC,14090,5045,"Computers, Computer Peripheral Equipment",,0
7767864,2016-07-24 23:46:00,1307,2266,$200.93,Chip Transaction,58236,Phoenix,MI,70431,5655,"Sports Apparel, Riding Apparel Stores",,0
9446462,2015-01-07 11:20:00,1459,1338,$-426.35,Swipe Transaction,62845,New York,NC,50482,5814,Fast Food Restaurants,,0
8968321,2015-02-06 13:36:00,265,1367,$-147.60,Swipe Transaction,22927,Philadelphia,MI,41554,3405,Ironwork,,0
7143368,2015-10-19 02:58:00,162,1825,$-336.85,Swipe Transaction,65864,Houston,OH,16254,5045,"Computers, Computer Peripheral Equipment",,0
9073840,2015-09-19 21:40:00,546,4779,$-218.48,Chip Transaction,81919,Los Angeles,OH,86870,5815,"Digital Goods - Media, Books, Apps",,0
7053516,2016-06-26 23:32:00,1047,3379,$-408.61,Swipe Transaction,68984,Houston,GA,15686,5300,Wholesale Clubs,,0
9396023,2015-01-16 09:46:00,1466,3374,$980.30,Chip Transaction,25380,Los Angeles,FL,53607,8011,"Doctors, Physicians",,0
8292985,2015-03-28 22:30:00,1063,1135,$-134.10,Swipe Transaction,18803,New York,GA,57704,3075,"Bolt, Nut, Screw, Rivet Manufacturing",,0
9924504,2016-02-20 12:53:00,1264,2195,$-119.69,Swipe Transaction,43054,Houston,MI,89335,7011,"Lodging - Hotels, Motels, Resorts",,0
9843669,2015-03-30 15:12:00,660,1131,$466.95,Swipe Transaction,70435,Dallas,OH,14601,3075,"Bolt, Nut, Screw, Rivet Manufacturing",,0
7554491,2016-02-17 12:54:00,173,4732,$196.15,Swipe Transaction,41592,Los Angeles,TX,84258,7210,Laundry Services,,0
8608953,2015-03-17 18:11:00,898,2384,$402.02,Chip Transaction,26503,San Diego,TX,13789,5912,Drug Stores and Pharmacies,,0
9591587,2016-02-17 23:20:00,1549,3628,$-134.78,Swipe Transaction,52332,New York,OH,82632,5533,Automotive Parts and Accessories Stores,,0
9948274,2015-12-01 03:30:00,1247,1172,$-343.43,Chip Transaction,82526,San Antonio,PA,96863,5941,Sporting Goods Stores,,0
9839681,2016-06-30 04:32:00,1559,4292,$245.16,Swipe Transaction,30675,San Jose,OH,85461,3596,Miscellaneous Machinery and Parts Manufacturing,,0
8313613,2016-04-13 11:23:00,148,2910,$430.06,Swipe Transaction,24600,Philadelphia,NY,84138,4784,Tolls and Bridge Fees,,0
9146610,2015-10-04 12:26:00,1860,1666,$53.81,Chip Transaction,48540,San Antonio,MI,61648,3596,Miscellaneous Machinery and Parts Manufacturing,,0
8187352,2016-03-06 03:45:00,944,1714,$-292.88,Swipe Transaction,10627,Los Angeles,NC,56641,5311,Department Stores,,0
8994297,2016-11-01 03:59:00,1256,2760,$268.65,Swipe Transaction,38908,San Jose,NC,56763,5912,Drug Stores and Pharmacies,,0
8204041,2016-07-10 11:41:00,428,2773,$-419.03,Chip Transaction,87765,San Jose,PA,54484,4900,"Utilities - Electric, Gas, Water, Sanitary",,0
8600603,2016-03-31 11:16:00,127,4257,$151.08,Chip Transaction,27375,Philadelphia,OH,66882,4900,"Utilities - Electric, Gas, Water, Sanitary",,0
9320701,2016-03-20 07:32:00,742,2384,$-130.38,Chip Transaction,24745,San Diego,FL,89457,3256,"Brick, Stone, and Related Materials",,0
9766893,2016-09-13 12:34:00,1324,2166,$817.81,Swipe Transaction,53070,San Jose,MI,13784,3174,Upholstery and Drapery Stores,,0
7374997,2015-04-19 20:32:00,1679,2592,$621.81,Chip Transaction,51586,New York,IL,47932,8049,Podiatrists,,0
9201276,2016-07-06 05:45:00,865,4629,$-256.15,Swipe Transaction,78747,Phoenix,CA,77003,8041,Chiropractors,,0
8120180,2015-12-02 19:32:00,1177,4274,$-436.40,Chip Transaction,25607,San Jose,GA,20056,5499,Miscellaneous Food Stores,,0
7846706,2015-02-11 06:02:00,225,2099,$-374.08,Swipe Transaction,82318,Houston,NY,64416,8049,Podiatrists,,0
8589427,2015-11-30 19:06:00,583,3920,$208.04,Swipe Transaction,12412,San Antonio,OH,70799,3596,Miscellaneous Machinery and Parts Manufacturing,,0
9114432,2016-07-31 22:17:00,1860,3566,$-60.13,Chip Transaction,48024,Philadelphia,FL,28439,8021,Dentists and Orthodontists,,0
7278281,2015-02-13 09:23:00,722,3544,$143.07,Swipe Transaction,88774,Chicago,GA,77448,4814,Telecommunication Services,,0
9152157,2015-08-26 16:13:00,237,2603,$-160.82,Swipe Transaction,60453,San Diego,NC,21250,5045,"Computers, Computer Peripheral Equipment",,0
7810882,2015-01-09 05:22:00,1506,2091,$-257.83,Chip Transaction,16464,Phoenix,GA,51104,4511,Airlines,,0
7619291,2015-03-01 09:02:00,126,3983,$-140.52,Chip Transaction,69762,Houston,PA,14073,3405,Ironwork,,0
8133249,2016-05-04 02:14:00,157,4169,$678.91,Chip Transaction,22256,Phoenix,NC,56998,5719,Miscellaneous Home Furnishing Stores,,0
9466145,2016-01-20 10:25:00,701,1230,$893.20,Swipe Transaction,96143,Philadelphia,NC,91923,5211,Lumber and Building Materials,,0
8857896,2016-01-07 08:42:00,1618,1309,$-212.48,Chip Transaction,51117,Dallas,NY,66422,5719,Miscellaneous Home Furnishing Stores,,0
8883466,2016-09-02 18:43:00,1105,3511,$9.84,Swipe Transaction,57737,Philadelphia,PA,34967,5094,Precious Stones and Metals,,0
8822631,2015-05-26 21:07:00,1854,1267,$988.51,Swipe Transaction,74463,Phoenix,TX,24026,3640,"Lighting, Fixtures, Electrical Supplies",,0
9481306,2015-10-12 21:18:00,1231,4504,$458.44,Swipe Transaction,36369,Phoenix,IL,25529,3596,Miscellaneous Machinery and Parts Manufacturing,,0
8408230,2015-12-01 01:14:00,143,4170,$784.63,Swipe Transaction,69110,New York,NY,60899,4784,Tolls and Bridge Fees,,0
7077142,2015-05-01 02:35:00,1560,4313,$458.51,Chip Transaction,37757,Houston,FL,96657,3144,Floor Covering Stores,,0
7983943,2015-10-10 16:12:00,382,4467,$-478.06,Chip Transaction,13027,Chicago,TX,66542,5719,Miscellaneous Home Furnishing Stores,,0
7772591,2015-07-08 18:13:00,557,4655,$990.84,Chip Transaction,52303,Los Angeles,NY,65267,3144,Floor Covering Stores,,0
7000289,2016-07-13 10:35:00,1657,3065,$-397.62,Swipe Transaction,38444,Houston,PA,62022,5533,Automotive Parts and Accessories Stores,,0
7393525,2016-08-07 18:37:00,1367,1585,$-179.79,Swipe Transaction,22482,San Antonio,MI,13212,5094,Precious Stones and Metals,,0
9736525,2016-06-01 10:57:00,1703,1925,$-451.46,Swipe Transaction,98839,San Jose,TX,15801,4111,Local and Suburban Commuter Transportation,,0
8197633,2015-01-24 23:36:00,1976,1781,$-79.56,Swipe Transaction,37172,Los Angeles,MI,28860,5251,Hardware Stores,,0
8604669,2015-05-01 00:13:00,1737,4386,$788.84,Swipe Transaction,53270,San Antonio,MI,58533,7996,"Amusement Parks, Carnivals, Circuses",,0
7366039,2015-08-23 19:10:00,1036,1208,$830.49,Swipe Transaction,73275,Houston,MI,15441,7349,Cleaning and Maintenance Services,,0
7862103,2015-07-26 10:10:00,1123,3750,$576.18,Swipe Transaction,93139,Chicago,MI,49284,8049,Podiatrists,,0
8743150,2015-11-09 14:11:00,797,4765,$782.74,Chip Transaction,48625,New York,FL,75141,7802,"Recreational Sports, Clubs",,0
8468125,2015-11-13 17:04:00,1992,2365,$53.64,Swipe Transaction,58729,Philadelphia,TX,34423,3359,Non-Ferrous Metal Foundries,,0
8627987,2016-07-25 11:50:00,771,4872,$572.20,Swipe Transaction,90832,Dallas,GA,33184,5533,Automotive Parts and Accessories Stores,,0
9688567,2016-03-05 12:41:00,241,1521,$754.43,Chip Transaction,89031,Houston,TX,53995,3393,Heat Treating Metal Services,,0
7215177,2015-12-19 09:02:00,1858,3373,$-495.83,Swipe Transaction,23445,Chicago,IL,29352,5942,Book Stores,,0
8219941,2016-09-01 19:45:00,307,4952,$861.82,Chip Transaction,43244,Chicago,NC,83220,3256,"Brick, Stone, and Related Materials",,0
8951858,2016-06-02 10:52:00,1908,3856,$160.77,Swipe Transaction,85776,Houston,PA,99471,3005,Miscellaneous Metal Fabrication,,0
7286589,2016-05-21 16:59:00,1771,1948,$161.21,Chip Transaction,87452,Los Angeles,TX,97685,5655,"Sports Apparel, Riding Apparel Stores",,0
7092404,2015-03-30 11:23:00,1592,2535,$135.82,Swipe Transaction,11421,San Diego,GA,82828,3596,Miscellaneous Machinery and Parts Manufacturing,,0
8311825,2016-08-06 21:46:00,496,2217,$606.96,Swipe Transaction,24516,San Jose,GA,18053,5655,"Sports Apparel, Riding Apparel Stores",,0
